label,prompt_length,long_prefill_iterations,decode_while_prefill_iterations,zero_decode_iterations,max_decode_tpot_ms,p50_decode_tpot_ms,p95_decode_tpot_ms,long_prompt_finish_ms
baseline,4096,2,0,2,64.33040648698807,3.3508986234664917,64.33040648698807,60.25790423154831
baseline,8192,4,0,4,142.10311323404312,3.1875483691692352,142.10311323404312,138.8162188231945
baseline,16384,8,0,8,360.7989549636841,3.246862441301346,360.7989549636841,357.34282806515694
